Id,Word,English,Pinyin,Example,Translation,Book,Lesson,Dialog,NW,PN,OofC
4437,条款,clause (of contract or law),tiáo kuǎn,合同上附加了保险条款。,An insurance policy was annexed to the contract.,6,24,扩展,,,
4438,领土,territory,lǐng tǔ,领土被侵占者瓜分。,The territory was carved up by the occupying powers.,6,24,扩展,,,
4439,转让,"transfer (technology, goods etc), conveyancing (property)",zhuǎn ràng,有可能将公司转让。,There was some question of selling the business.,6,24,扩展,,,
4440,宣誓,"to swear an oath (of office), to make a vow",xuān shì,总统正式宣誓就职。,The President took the solemn oath of office.,6,24,扩展,,,
4441,导弹,"guided missile, cruise missile, missile",dǎo dàn,导弹已偏离轨道。,The missile deflected from its trajectory.,6,24,扩展,,,
4442,周转,turnover (in cash or personnel),zhōu zhuǎn,流动资金周转天数。,current fund turnover days,6,24,扩展,,,
4443,财政,"finances (public), financial",cái zhèng,财政纪律松驰。,Financial discipline is lax.,6,24,扩展,,,
4444,冻结,"to freeze (loan, wage, price etc)",dòng jié,这水管冻结了。,The water pipe froze up.,6,24,扩展,,,
4445,纠纷,dispute,jiū fēn,劳工纠纷加剧。,Labor difficulties grew.,6,24,扩展,,,
4446,赤字,"(financial) deficit, red letter",chì zì,招致外贸赤字,Run up a foreign trade deficit,6,24,扩展,,,
4447,流通,"to circulate, to distribute, circulation, distribution",liú tōng,空气不流通。,The atmosphere was stuffy.,6,24,扩展,,,
4448,种族,"race, ethnicity",zhǒng zú,原始之种族,"aboriginal races [fauna, flora]",6,24,扩展,,,
4449,服气,"to be convinced, to accept",fú qì,小李睨视着小张，表情里全是不服气。,Xiao Li stared at Xiao Zhang with a dissatisfaction.,6,25,1,1,,
4450,军队,"army, troops",jūn duì,沼地阻碍了军队的前进。,A swamp opposed the advance of the army.,6,25,1,2,,
4451,武器,"weapon, arms",wǔ qì,他们要求支出所有武器。,They demand the surrender of all weapons.,6,25,1,3,,
4452,当务之急,"top priority job, matter of vital importance",dāng wù zhī jí,当务之急是重建我们遭受破坏的城市。,Before everything else we must put the rebuilding of our damaged cities.,6,25,1,4,,
4453,承办,"to undertake, to accept a contract",chéng bàn,婚宴由外界的饮食公司承办。,The wedding reception has been organized by an outside caterer .,6,25,1,5,,
4454,委托,"to entrust, to trust, to commission",wěi tuō,我委托你办此事。,I'll leave you to attend to the matter.,6,25,1,6,,
4455,即将,"on the eve of, to be about to, to be on the verge of",jí jiāng,票据即将到期。,The bill will soon fall due.,6,25,1,7,,
4456,紧迫,"pressing, urgent",jǐn pò,我们时间很紧迫。,We were pressed for time.,6,25,1,8,,
4457,公务,official business,gōng wù,我知道你公务繁忙。,I know how busy you are.,6,25,1,9,,
4458,款待,"to entertain, to be hospitable to",kuǎn dài,他们常款待客人。,They entertain a great deal.,6,25,1,10,,
4459,叮嘱,"to warn repeatedly, to urge, to exhort again and again",dīng zhǔ,医生叮嘱他戒酒,The doctor ordered him to abstain from drinking,6,25,1,11,,
4460,算数,"to count numbers, to keep to one's word",suàn shù,可别说了不算数啊！,Don' t go back on your word.,6,25,1,12,,
4461,逼迫,"to force, to compel, to coerce",bī pò,逼迫目击者,Browbeating a witness.,6,25,1,13,,
4462,吩咐,"to tell, to instruct, to command",fēn fù,吩咐他们站开。,They were ordered to stand apart.,6,25,1,14,,
4463,下属,"subordinate, underling",xià shǔ,他以同等人的身份对待下属。,He treats those who are below him as equals.,6,25,1,15,,
4464,充足,"adequate, sufficient, abundant",chōng zú,市场现在货物充足。,The market is now fully stocked.,6,25,1,16,,
4465,拖延,"to delay, to put off, to procrastinate",tuō yán,我们怀疑政府拖延时间。,We suspect the Government of dragging its feet.,6,25,1,17,,
4466,期限,"time limit, deadline, allotted time",qī xiàn,他们已给合同定了期限。,They had set a term to the contract.,6,25,1,18,,
4467,活该,"serve sb right, deservedly, ought, should",huó gāi,活该！我告诉你别玩火柴。,Serve you right. I told you not to play with matches.,6,25,1,19,,
4468,探听,"to make inquiries, to try to find out, to pry",tàn tīng,别总想探听别人的事！,Don't try to thrust yourself in others' business!,6,25,1,20,,
4469,汇报,"to report, to give an account of",huì bào,他听秘书向他汇报两件重要事情。,He heard from his secretary on two important matters.,6,25,1,21,,
4470,探望,"to visit, to call on sb, to look around",tàn wàng,今天下午我们将去探望一位住院的朋友。,This afternoon we' re going to visit a friend in hospital.,6,25,1,22,,
4471,寒暄,"to exchange conventional greetings, to talk about the weather",hán xuān,领导人互相寒暄一番，然後开始谈判,"After an exchange of pleasantry, the leader start their negotiation",6,25,1,23,,
4472,为难,"to feel embarrassed or awkward, to make things difficult (for someone)",wéi nán,他的拒绝使我们处于为难的境地。,His refusal put us in a hole.,6,25,1,24,,
4473,严密,"strict, tight (organization, surveillance etc)",yán mì,警察严密监视那个罪犯。,The police kept the criminal under strict surveillance.,6,25,1,25,,
4474,侧面,"lateral side, side, aspect, profile",cè miàn,她坐着从侧面观察他的脸。,She sat observing his face in profile.,6,25,1,26,,
4475,机密,"secret, classified (information)",jī mì,嫌疑犯机密档案,a closed file on suspects,6,25,1,27,,
4476,保密,"to keep sth confidential, to maintain secrecy",bǎo mì,这项情报严加保密。,The information is held in strict confidence.,6,25,1,28,,
4477,走漏,"to leak (of information, liquid etc), to divulge",zǒu lòu,走漏消息,To divulge secrets,6,25,1,29,,
4478,沉思,"to contemplate, to ponder, contemplation, meditation",chén sī,他沉思前一天发生的事。,He ruminated on [over] what had happened the day before.,6,25,1,30,,
4479,意图,"intent, intention, intend, schematic diagram",yì tú,请不要误会他的行动意图。,Please don't put a wrong construction on his action.,6,25,1,31,,
4480,私自,"private, personal, secretly, without explicit approval",sī zì,她除在学校任教外，也私自教授学生。,She take private pupil as well as teach in school.,6,25,1,32,,
4481,妥当,"appropriate, proper, ready",tuǒ dang,一切都准备妥当了。,Everything was in order.,6,25,1,33,,
4482,占领,"to occupy (a territory), to hold",zhàn lǐng,他们被禁止穿越占领区。,They were denied passage through the occupied territory.,6,25,1,34,,
4483,封锁,"to blockade, to seal off",fēng suǒ,严密的封锁切断了拿破仑的补给线。,A tight blockade cut Napoleon's supply lines.,6,25,1,35,,
4484,驻扎,"to station, to garrison (troops)",zhù zhā,士兵们驻扎在城内。,The soldiers were quartered in the town.,6,25,1,36,,
4485,指定,"to appoint, to assign",zhǐ dìng,《哈姆雷特》为本课程指定读物。,Hamlet is required reading (ie must be read) for the course.,6,25,1,37,,
4486,响亮,"loud and clear, resounding",xiǎng liàng,走廊里传来响亮的笑声。,There was a ring of laughter in the corridor.,6,25,1,38,,
4487,舱,"cabin, the hold of a ship or airplane",cāng,舱里的水越来越多。,Water was making in the hold.,6,25,1,39,,
4488,嘱咐,"to tell, to exhort, injunction",zhǔ fù,医生嘱咐我吃素。,The doctor advised me to live maigre.,6,25,1,40,,
4489,茫茫,"boundless, vast and obscure",máng máng,前途茫茫。,One's prospects are bleak.,6,25,1,41,,
4490,调动,"to transfer, to maneuver (troops etc), to mobilize, to bring into play",diào dòng,这种形式的调动有两个明显的优点。,There are two evident advantages of this type of rotation.,6,25,1,42,,
4491,一齐,"at the same time, simultaneously",yī qí,他们一齐跟着喊。,They all joined in the shout.,6,25,1,43,,
4492,方位,"direction, points of the compass, bearing, position, azimuth",fāng wèi,开敞空地随方位而不同。,The open spaces differ according to aspect.,6,25,1,44,,
4493,高涨,"to surge up, to rise, (of tensions etc) to run high",gāo zhǎng,对这个问题的抱怨情绪在高涨。,Complaints on the matter are mounting.,6,25,1,45,,
4494,凌晨,"very early in the morning, in the wee hours",líng chén,凌晨一两点钟,the wee hours of the morning,6,25,1,46,,
4495,笼罩,"to envelop, to shroud",lǒng zhào,烟雾笼罩着大地。,The land is draped in a veil of mist.,6,25,1,47,,
4496,启程,to set out on a journey,qǐ chéng,公共汽车终于启程了。,At last the bus started.,6,25,1,48,,
4497,大致,"more or less, roughly, approximately",dà zhì,这些儿童在智力上大致相同。,"In intelligence, the children are about equal.",6,25,1,49,,
4498,圆满,"satisfactory, consummate, perfect",yuán mǎn,争端得到圆满的解决。,The dispute was brought to a satisfactory termination.,6,25,1,50,,
4499,叹气,"to sigh, to heave a sigh",tàn qì,你为什么叹气？,What are you sighing about?,6,25,1,51,,
4500,天才,"talent, gift, genius, talented, gifted",tiān cái,我认为贝多芬是一位勤奋努力的天才。,I regard Beethoven as a genius who exerted arduous efforts.,6,25,1,52,,
4501,高明,brilliant,gāo míng,手法真是高明。,The technique is really brilliant.,6,25,1,53,,
4502,坚实,"firm and substantial, solid",jiān shí,我们的友谊是建立在坚实的基础之上的。,Our friendship rests on firm foundations.,6,25,扩展,,,
4503,攻克,"to capture, to take, to overcome, to solve",gōng kè,罗伯特承担了攻克技术难关的任务。,Robert charged himself with the task of overcoming a technical difficulty.,6,25,扩展,,,
4504,势力,"(political, economic, military) power",shì li,他们成功地削弱了叛匪首领的势力。,They succeeded in breaking the power of the rebel leader.,6,25,扩展,,,
4505,解体,"to disintegrate, to collapse, to crumble",jiě tǐ,我兄弟那辆破摩托车已经解体了。,My brother's rinky-dink motorcycle just fell apart.,6,25,扩展,,,
4506,华侨,overseas Chinese,huá qiáo,这位老华侨晚年终于回归祖国。,The old overseas Chinese returned to his motherland in his late years.,6,25,扩展,,,
4507,补救,to remedy,bǔ jiù,这次的损害大部分容易补救。,The majority of the damage is easy to repair.,6,25,扩展,,,
4508,交涉,"to negotiate, relating to",jiāo shè,你们最好去找保险商交涉。,You'd better take the matter up with the insurers.,6,25,扩展,,,
4509,便条,note,biàn tiáo,请把这个便条送交老师。,Please take the note to the teacher.,6,25,扩展,,,
4510,尖锐,"sharp, intense, penetrating, pointed, acute (illness)",jiān ruì,他的话非常尖锐辛辣。,His remark has a biting edge to it.,6,25,扩展,,,
4511,授予,"to award, to confer",shòu yǔ,他们授予他一等奖。,The first prize was given to him by them.,6,25,扩展,,,
4512,协议,"agreement, pact, protocol",xié yì,签署一项协议。,Subscribe to an agreement.,6,25,扩展,,,
4513,抵制,"to resist, to boycott, to refuse (to cooperate), to reject, resistance",dǐ zhì,对变革的抵制,resistance to change,6,25,扩展,,,
4514,捧,"to clasp, to cup the hands, to hold up with both hands",pěng,他得意洋洋地捧回奖品。,He brought home the prize in triumph.,6,26,1,1,,
4515,天文,astronomy,tiān wén,天文学家已把天球划分为88个区域。,Astronomers have divided the celestial sphere into a total of 88 regions.,6,26,1,2,,
4516,儒家,Confucian school,rú jiā,他们自认为是儒家思想的正统继承人。,They saw themselves as the legitimate heirs of Confucianism.,6,26,1,3,,
4517,传记,biography,zhuàn jì,我爱读伟人的传记。,I enjoy reading the lives of great men.,6,26,1,4,,
4518,散文,"prose, essay",sǎn wén,新闻是散文体。,Newspapers are written in prose.,6,26,1,5,,
4519,历代,"successive generations, successive dynasties, past dynasties",lì dài,他家收藏了许多历代的名人字画。,His family has collected many famous paintings through the ages.,6,26,1,6,,
4520,着迷,"to be fascinated, to be captivated",zháo mí,他对她将不再着迷。,He will be disenchanted with her.,6,26,1,7,,
4521,熏陶,"to seep in, to influence, to nurture, influence, training",xūn táo,她一出生就受到天主教的熏陶。,She was born and bred a Catholic.,6,26,1,8,,
4522,胸怀,"one's bosom (the seat of emotions), breast, broad-minded and open",xiōng huái,胸怀豁达,"Open-minded, having a large view or Breadth of mind",6,26,1,9,,
4523,不堪,"utterly, extremely, cannot bear, cannot stand",bù kān,这楼已破败不堪。,The building is now a ruin.,6,26,1,10,,
4524,炎热,"blistering hot, sizzling hot (weather)",yán rè,炎热的夏季天气。,boiling summer weather,6,26,1,11,,
4525,骚扰,"to disturb, to cause a commotion, to harass",sāo rǎo,北欧海盗曾不断骚扰英国沿海地区。,The Vikings harried the English coast.,6,26,1,12,,
4526,贫乏,"lack, incomplete",pín fá,他的书内容贫乏。,His book has no guts in it.,6,26,1,13,,
4527,艰难,"difficult, hard, challenging",jiān nán,那驾飞机艰难地驶向飞机,The plane limped toward the airfield.,6,26,1,14,,
4528,蜡烛,candle,là zhú,点蜡烛照明,burn candles to see by,6,26,1,15,,
4529,蚂蚁,ant,mǎ yǐ,蚂蚁储存食物以防冬令。,Ants store up food against the winter.,6,26,1,16,,
4530,颈椎,cervical vertebra,jǐng zhuī,颈椎骨,cervical vertebra,6,26,1,17,,
4531,揉,"to knead, to massage, to rub",róu,别揉眼睛。,Don't rub your eyes.,6,26,1,18,,
4532,挪,"to shift, to move",nuó,他仔细地将箱盖挪开。,He carefully slid the top off the box.,6,26,1,19,,
4533,屁股,"buttocks, bottom, butt, back part",pì gu,那群小孩在光着屁股游泳。,The little boys were swimming in their birthday suits.,6,26,1,20,,
4534,知觉,"perception, consciousness",zhī jué,他们把他打得失去了知觉。,They beat him unconscious.,6,26,1,21,,
4535,挨,"in order, in sequence, close to, adjacent to",ái,我挨了一顿鞭打。,I got / was given the strap.,6,26,1,22,,
4536,美满,"happy, blissful",měi mǎn,这本书结局美满。,The book concluded happily.,6,26,1,23,,
4537,天堂,"paradise, heaven",tiān táng,上有天堂，下有苏杭,"Just as there is paradise in heaven, there are Suzhou and Hangzou on earth.",6,26,1,24,,
4538,熄灭,"to stop burning, to go out (of fire), to die out, extinguished",xī miè,把香烟熄灭！,Put that cigarette out!,6,26,1,25,,
4539,泄气,"to be discouraged, to despair, lit. to leak (gas)",xiè qì,这消息令他泄气。,He was deflated by the news.,6,26,1,26,,
4540,眯,to squint,mī,我眯了眼了。,Something has got into my eyes.,6,26,1,27,,
4541,绝望,"to despair, to give up all hope",jué wàng,绝望的泥沼。,the Slough of Despond,6,26,1,28,,
4542,凝固,"to freeze, to solidify, to congeal",níng gù,那水泥已经凝固了。,The cement has already set.,6,26,1,29,,
4543,蔓延,"to extend, to spread",màn yán,该地区疾病蔓延。,Sickness was rampant in the area.,6,26,1,30,,
4544,克制,"to restrain, to control",kè zhì,我们的克制不是没有限度的。,Our restraint is not inexhaustible.,6,26,1,31,,
4545,默默,"in silence, not speaking",mò mò,卡尔默默地抚摸着她的手。,Carl pressed her hand in silence.,6,26,1,32,,
4546,背诵,"to recite, to repeat from memory",bèi sòng,你能背诵这首诗吗？,Can you recite the poem?,6,26,1,33,,
4547,编织,"to weave, to knit, to plait, to braid",biān zhī,她正在编织披肩。,She is working a shawl.,6,26,1,34,,
4548,强制,"to enforce, enforcement, forcibly, compulsory",qiáng zhì,那男孩被强制去跳舞。,The boy was coerced into learning to dance.,6,26,1,35,,
4549,田野,"field, open land",tián yě,美丽的田野是天然的画幅。,Beautiful field is a picture itself.,6,26,1,36,,
4550,情形,"circumstances, situation",qíng xing,我见到这种情形真想痛哭一场。,The sight made me want to weep.,6,26,1,37,,
4551,耀眼,"to dazzle, dazzling",yào yǎn,一道耀眼的阳光正抹过他的头发。,A blur of sunlight was crawling across his hair.,6,26,1,38,,
4552,光芒,"rays of light, brilliant rays, radiance",guāng máng,白天太阳放光芒。,The sun shines in the day.,6,26,1,39,,
4553,捞,"to fish up, to dredge up",lāo,他们从水坑里捞出许多垃圾。,They fished a lot of rubbish out of a pool.,6,26,1,40,,
4554,摊,"to spread out, vendor's stand",tān,晚饭后克里夫把书本摊在面前开始复习功课。,"After supper, Cliff spread out his books before him to start reviewing his lessons.",6,26,1,41,,
4555,哇,"Wow!, sound of child's crying, sound of vomiting",wa,哇，她的身材真美！,Wow! She is really well-built!,6,26,1,42,,
4556,毫米,millimeter,háo mǐ,平方毫米。,square millimetre,6,26,1,43,,
4557,迸发,to burst forth,bèng fā,情感之迸发,ebullition of feeling,6,26,1,44,,
4558,兜,"to drive around, a pocket, a bag",dōu,坐我的新汽车兜一圈吧。,Let’s go for a spin in my new car.,6,26,1,45,,
4559,灯笼,lantern,dēng lóng,水池周围的树上悬挂着灯笼。,Lanterns were strung in the trees around the pool.,6,26,1,46,,
4560,啦,la (exclamation),lā,好啦，快点儿吧，我们已经晚啦。,"Come on, shake a leg, we're late already.",6,26,1,47,,
4561,天赋,"talent, gift, innate skill",tiān fù,他有做诗的天赋。,He has a gift for poetry.,6,26,1,48,,
4562,贫困,"impoverished, poverty",pín kùn,下层贫困家庭,disadvantaged families,6,26,1,49,,
4563,财富,"wealth, riches",cái fù,它看重财富而轻视科学。,It respected wealth and it despised science.,6,26,1,50,,
4564,源泉,"fountain, well-spring, source",yuán quán,她是热情的源泉。,She has the well of enthusiasm.,6,26,1,51,,
4565,文艺,literature,wén yì,这是一部为群众所喜闻乐见的文艺作品。,This is a literary and artistic work loved by the masses.,6,26,扩展,,,
4566,剧本,script,jù běn,他不仅是自编剧本，还饰演其中的角色,"He not only wrote his own plays, he also acted in them",6,26,扩展,,,
4567,磁带,magnetic tape,cí dài,录音可以抹去，磁带可以再用。,The recording can be erased and the tape used again.,6,26,扩展,,,
4568,棕色,brown,zōng sè,他的头发是棕色的，乱蓬蓬的。,His hair is brown and crisp.,6,26,扩展,,,
4569,容器,"receptacle, vessel",róng qì,这个容器的容量是两立方米。,The volume of this container is 2 cubic meters.,6,26,扩展,,,
4570,粉色,pink,fěn sè,开粉色至淡紫色或蓝紫色花。,having flowers of pink to mauve or violet-blue.,6,26,扩展,,,
4571,生肖,animal from the Chinese zodiac,shēng xiào,你知道中国的生肖年顺序吗？,Do you know the Chinese cycle of the year?,6,26,扩展,,,
4572,橙,"orange tree, orange (color)",chéng,把红色与黄色混合调成橙色,to mix red and yellow to make orange,6,26,扩展,,,
4573,体裁,genre,tǐ cái,散文是一种文字体裁,The essay is a literary form.,6,26,扩展,,,
4574,传单,"leaflet, flier, pamphlet",chuán dān,他们用传单做广告。,They advertised by handbills.,6,26,扩展,,,
4575,首饰,"jewelry, head ornament",shǒu shì,我没有首饰。,I have no jewelry.,6,26,扩展,,,
4576,情节,plot,qíng jié,情节曲折。,The details are intricate.,6,26,扩展,,,
4577,武侠,martial arts (genre of fiction),wǔ xiá,古装武侠片,costume sword-play film,6,26,扩展,,,
4578,玉,jade,yù,玉佛寺里有两尊玉佛。,In the Jade Buddha Temple are two jade sculptures of the Buddha.,6,27,1,1,,
4579,答复,"answer, reponse",dá fù,他的答复非常暧昧。,His reply was full of ambiguities.,6,27,1,2,,
4580,得罪,"to commit an offense, to violate the law, excuse me! (formal)",dé zuì,这个小职员不敢得罪他的老板。,The petty clerk was afraid of offending his boss.,6,27,1,3,,
4581,大臣,"chancellor (of a monarchy), cabinet minister",dà chén,这位大臣招致国王的冷遇。,The minister incurred the king's disfavour.,6,27,1,4,,
4582,对策,countermeasure for dealing with a situation,duì cè,你有政策，我有对策,You have your policies and I have my ways of getting around them,6,27,1,5,,
4583,提议,"proposal, suggestion, to propose, to suggest",tí yì,他提议晚饭后继续开会。,He moved that the meeting be continued after dinner.,6,27,1,6,,
4584,请教,"to ask for guidance, to consult",qǐng jiào,我建议他请教律师。,I suggest he consult a lawyer.,6,27,1,7,,
4585,实力,strength,shí lì,他的缺席使这支球队的实力削弱。,The team was crippled by his absence.,6,27,1,8,,
4586,慷慨,"vehement, fervent, generous, giving, liberal",kāng kǎi,他慷慨出资要将它买下。,He offered us a princely sum for it.,6,27,1,9,,
4587,亏待,to treat sb unfairly,kuī dài,受某人的亏待,injurious treatment by sb,6,27,1,10,,
4588,动身,"to go on a journey, to leave",dòng shēn,我们动身去伦敦。,We set off for London.,6,27,1,11,,
4589,磋商,"to consult, to discuss seriously, to negotiate, to confer",cuō shāng,首相和他的大臣们进行了磋商。,The Prime Minister conferred with his ministers.,6,27,1,12,,
4590,荣幸,honored (to have the privilege of ...),róng xìng,受到他夸奖我很荣幸。,I am flattered by his commendation.,6,27,1,13,,
4591,转达,"to pass on, to convey, to communicate",zhuǎn dá,请向您母亲转达我的祝愿。,Please convey my good wishes to your mother.,6,27,1,14,,
4592,爱不释手,to love sth too much to part with it (idiom); to fondle admiringly,ài bù shì shǒu,他对自己的新收音机爱不释手。,He was enthusing about his new radio.,6,27,1,15,,
4593,圈套,"trap, snare, trick",quān tào,他一定是识破了这个圈套。,He must have spotted the trap.,6,27,1,16,,
4594,归还,"to return sth, to revert",guī huán,财产已归还原主。,The property returned to the original owner.,6,27,1,17,,
4595,从容,"to go easy, unhurried, calm, Taiwan pr. ",cóng róng,他从容地讲话。,He speaks with deliberation.,6,27,1,18,,
4596,中央,"central, middle, center, central authorities (of a state)",zhōng yāng,地方管理机构应请示中央主管部门。,Local authorities must refer everything to the central ministries.,6,27,1,19,,
4597,兑现,"(of a cheque etc) to cash, to honor a commitment",duì xiàn,你能为我兑现这张支票吗？,Can you cash this check for me ?,6,27,1,20,,
4598,妄想,"to attempt vainly, a vain attempt, delusion",wàng xiǎng,他怀有自己是国王的妄想。,He had the delusion that he was a king.,6,27,1,21,,
4599,发誓,"to vow, to pledge, to swear",fā shì,我发誓我决不毁约。,I pledged my word that I would never break my promise.,6,27,1,22,,
4600,尸体,"dead body, corpse, carcass",shī tǐ,他们的尸体在海边火化了。,The bodies were cremated on the shore.,6,27,1,23,,
4601,撒谎,to tell lies,sā huǎng,他当然是在撒谎，她要揭穿他。,"He was lying, of course, and she would catch him.",6,27,1,24,,
4602,隆重,"grand, prosperous, ceremonious, solemn",lóng zhòng,隆重开幕,grand opening,6,27,1,25,,
4603,仪式,ceremony,yí shì,他迷上了佛教的仪式。,He’s fascinated with Buddhist ceremonies.,6,27,1,26,,
4604,沐浴,"to take a bath, to bathe, to immerse",mù yù,沐浴者在海滩上取暖。,The bathers toasted on the beach.,6,27,1,27,,
4605,辈,"contemporaries, generation, lifetime",bèi,他活到在有生之年看到孙儿辈。,He lived to see his grandchildren.,6,27,1,28,,
4606,庄严,stately,zhuāng yán,他非常庄严地发誓要实现他的诺言。,He vowed quite solemnly that he would carry out his promise.,6,27,1,29,,
4607,无理取闹,to make trouble without reason (idiom); to be deliberately provocative,wú lǐ qǔ nào,她的生气是没有道理的，是无理取闹。,"Her anger was unreasonable, a tempest in a teapot.",6,27,1,30,,
4608,冒犯,to offend,mào fàn,请原谅我的冒犯！,Pardon me my offence!,6,27,1,31,,
4609,亦,also,yì,我亦持着同样的见解。,I shared these views.,6,27,1,32,,
4610,边境,"frontier, border",biān jìng,在边境我们必须出示护照。,We must show our passports at the frontier.,6,27,1,33,,
4611,泄露,"to leak (information), to divulge, also pr. ",xiè lù,她泄露了秘密。,She let the cat out of the bag.,6,27,1,34,,
4612,率领,"to lead, to command, to head",shuài lǐng,他率领他的部队作战。,He led his men to fight.,6,27,1,35,,
4613,镇静,"calm, cool",zhèn jìng,镇静！ 不要慌。,Keep calm ! Don' t get flurried.,6,27,1,36,,
4614,雄厚,"robust, strong and solid",xióng hòu,优雅雄厚,elegant and forceful,6,27,1,37,,
4615,一贯,"consistent, constant, from start to finish, all along, persistent",yī guàn,我们一贯主张大小国家一律平等。,"We always maintain that all nations, big or small are equa.",6,27,1,38,,
4616,霸道,"rule by might, overbearing, tyrannical",bà dào,他对待仆人的行为太霸道了,His behavior toward the waiter was insufferably overbearing.,6,27,1,39,,
4617,声誉,"reputation, fame",shēng yù,他破坏了你家庭的声誉。,He destroyed the honor of your family.,6,27,1,40,,
4618,列举,"a list, to list, to enumerate",liè jǔ,计划中列举了各种具体办法。,Various concrete measures were enumerated in the plan.,6,27,1,41,,
4619,履行,"to fulfill (one's obligations), to carry out (a task)",lǚ xíng,他保证履行义务。,He pledged to fulfil his trust.,6,27,1,42,,
4620,歪曲,"to distort, to misrepresent",wāi qū,这个报告歪曲事实真相。,This report wrests the facts out of their true meaning.,6,27,1,43,,
4621,理直气壮,in the right and self-confident (idiom),lǐ zhí qì zhuàng,他越说越理直气壮了。,He had spoken himself into boldness.,6,27,1,44,,
4622,压迫,"to oppress, to repress, to constrict, oppression, stress (physics)",yā pò,好的统治者不会压迫贫民。,A good ruler will not oppress the poor.,6,27,1,45,,
4623,口头,"oral, verbal",kǒu tóu,上星期他提出了口头申请。,He made an application by words of mouth last week.,6,27,1,46,,
4624,副,"m . (used to indicate.facial expr ession) air, look",fù,他是报纸的副主编。,He is an associate editor of the newspaper.,6,27,1,47,,
4625,姿态,"attitude, posture, stance",zī tài,他以惯用的强硬言词做出违抗的姿态。,He struck an attitude of defiance with a typically hard-hitting speech.,6,27,1,48,,
4626,隔阂,estrangement,gé hé,弥补隔阂,bridge over a chasm,6,27,1,49,,
4627,争端,"dispute, controversy, conflict",zhēng duān,争端已被调解了。,The dispute was settled by mediation.,6,27,1,50,,
4628,摘要,"summary, abstract",zhāi yào,他的论文总是附有眉目清楚的摘要。,His papers were always neatly docketed.,6,27,扩展,,,
4629,撤退,to retreat,chè tuì,部队撤退时，整个城市欢庆解放。,"As the troops withdrew, the entire city celebrated the liberation.",6,27,扩展,,,
4630,格式,"form, specification, format",gé shì,法庭中使用的誓词有固定的格式。,There is a standard form of oath used in law courts.,6,27,扩展,,,
4631,注释,"marginal notes, annotation",zhù shì,学生们在书的空白处写上了注释。,The students wrote notes in the margins of the book.,6,27,扩展,,,
4632,标题,"title, heading, headline, caption, subject",biāo tí,他略略看 一下晨报的大字标题。,He glanced at the morning headlines,6,27,扩展,,,
4633,侵略,"invasion, encroachment",qīn lüè,侵略者所到之处无不洗劫一空。,The invaders made spoil of all in their way.,6,27,扩展,,,
4634,刊登,"to carry a story, to publish (in a newspaper or magazine)",kān dēng,所有日报都刊登了这条消息。,The news was blazed all over the daily papers.,6,27,扩展,,,
4635,保卫,"to defend, to safeguard",bǎo wèi,我们保卫了我们的胜利果实。,We have defended the fruits of our victory.,6,27,扩展,,,
4636,典礼,"celebration, ceremony",diǎn lǐ,就职典礼是一件隆重的大事。,The inauguration was a solemn event.,6,27,扩展,,,
4637,原告,"complainant, plaintiff",yuán gào,原告要求法院给予救济。,The pursuer requests the court to grant him remedy.,6,27,扩展,,,
4638,科目,subject,kē mù,你主修和副修什么科目？,What are your major and minor subjects?,6,27,扩展,,,
4639,独裁,dictatorship,dú cái,独裁政府摇摇欲坠了。,The authoritarian government was tottering.,6,27,扩展,,,
4640,书面,"in writing, written",shū miàn,他有一个书面报告吗？,Did he have a report to make?,6,27,扩展,,,
4641,被告,defendant,bèi gào,被告人不遵守禁令。,The defendant did not obey the interdict.,6,27,扩展,,,
4642,暴力,"violence, force, violent",bào lì,他有暴力的倾向。,He has violent tendencies.,6,27,扩展,,,
4643,民主,democracy,mín zhǔ,他与民主党结盟。,He aligned himself with the Democrats.,6,27,扩展,,,
4644,作弊,"to practice fraud, to cheat",zuò bì,他考试从不作弊。,He never cheats to pass exam.,6,27,扩展,,,
4645,要点,"main point, essential",yào diǎn,演讲的要点,the pith (and marrow) of a speech,6,27,扩展,,,
4646,旷课,"to play truant, to cut classes",kuàng kè,他常旷课。,He is often absent .,6,27,扩展,,,
4647,招标,to invite bids,zhāo biāo,公开招标。,puBlic Bidding,6,27,扩展,,,
4648,文凭,diploma,wén píng,大专文凭,associate degree (conferred to junior college students),6,27,扩展,,,
4649,答辩,"to reply (to an accusation), to defend one's dissertation",dá biàn,论文答辩,(thesis) oral defense,6,27,扩展,,,
4650,刊物,publication,kān wù,内部刊物,Internal publication,6,27,扩展,,,
4651,领会,"to understand, to comprehend, to grasp",lǐng huì,他马上领会了。,He raped to it right away.,6,28,1,1,,
4652,内涵,"meaning, content",nèi hán,我们是重视传统的内涵，还是传统的外壳？,Should we be more concerned about the meaning of a tradition or the form it takes?,6,28,1,2,,
4653,港湾,"natural harbor, bay serving as harbor",gǎng wān,港湾的一部分是个停泊游艇的内港。,Part of the harbour is a yacht basin.,6,28,1,3,,
4654,晴朗,sunny and cloudless,qíng lǎng,今天天气会很晴朗。,The weather will be fair today.,6,28,1,4,,
4655,清澈,"clear, limpid",qīng chè,我们看到清澈的水中有鱼。,We could see fish in the clear water.,6,28,1,5,,
4656,出神,"spellbound, entranced, lost in thought",chū shén,他坐在那里出神。,"He sat there, lost in thought.",6,28,1,6,,
